0;0;0;0;land;false;unknown;0
1;240;186;103;land;false;forest;1
2;211;252;237;land;false;forest;1
3;240;112;178;land;false;jungle;1
4;253;179;176;land;false;forest;1
5;170;202;139;land;false;mountain;1
6;208;199;119;land;true;plains;1
7;238;210;58;land;false;jungle;1
8;199;148;163;land;false;mountain;1
9;141;203;166;land;false;urban;1
10;159;210;194;land;true;hills;1
11;227;194;130;land;false;plains;1
12;234;92;175;land;false;forest;1
13;151;231;235;land;false;forest;1
14;87;254;227;land;true;marsh;1
15;243;166;97;land;false;jungle;1
16;125;134;250;land;false;mountain;1
17;252;123;161;land;true;plains;1
18;130;246;138;land;false;forest;1
19;240;146;180;land;false;mountain;1
20;167;106;244;land;false;forest;1
21;229;214;62;land;false;jungle;1
22;135;235;224;land;false;mountain;1
23;163;158;210;land;false;mountain;1
24;252;165;178;land;false;forest;1
25;235;147;156;land;true;hills;1
26;254;113;135;land;false;forest;1
27;223;157;163;land;false;mountain;1
28;181;250;162;land;true;marsh;1
29;136;185;211;land;false;mountain;1
30;230;189;133;land;false;hills;1
31;160;162;215;land;false;mountain;1
32;97;221;239;land;false;mountain;1
33;126;213;188;land;true;hills;1
34;238;174;194;land;true;plains;1
35;253;225;100;land;false;forest;1
36;177;181;238;land;false;jungle;1
37;173;198;168;land;false;mountain;1
38;169;222;201;land;false;mountain;1
39;251;98;189;land;false;plains;1
40;151;147;235;land;false;mountain;1
41;209;218;251;land;true;mountain;1
42;229;254;161;land;false;jungle;1
43;121;176;243;land;false;mountain;1
44;246;206;50;land;false;jungle;1
45;172;232;231;land;false;jungle;1
46;221;129;201;land;false;jungle;1
47;106;178;254;land;false;plains;1
48;232;190;144;land;false;plains;1
49;247;222;249;land;false;mountain;1
50;187;179;170;land;true;plains;1
51;186;180;219;land;false;forest;1
52;231;157;244;land;true;hills;1
53;163;203;236;land;true;jungle;1
54;170;182;150;land;false;hills;1
55;231;76;199;land;false;mountain;1
56;232;180;240;land;false;jungle;1
57;220;190;100;land;false;jungle;1
58;190;169;231;land;true;plains;1
59;234;253;229;land;true;plains;1
60;144;186;252;land;false;jungle;1
61;207;146;220;land;false;mountain;1
62;251;201;242;land;true;plains;1
63;122;176;223;land;false;mountain;1
64;228;239;114;land;false;mountain;1
65;152;216;193;land;false;mountain;1
66;141;187;245;land;false;mountain;1
67;184;79;251;land;false;mountain;1
68;231;211;239;land;false;plains;1
69;214;215;218;land;false;jungle;1
70;193;199;193;land;false;mountain;1
71;152;206;184;land;true;hills;1
72;179;243;96;land;false;jungle;1
73;179;212;113;land;false;plains;1
74;215;249;153;land;false;plains;1
75;251;194;206;land;false;mountain;1
76;206;252;247;land;false;mountain;1
77;98;156;247;land;false;mountain;1
78;117;182;245;land;true;mountain;1
79;98;252;167;land;false;mountain;1
80;186;248;218;land;false;jungle;1
81;221;242;116;land;false;forest;1
82;211;198;202;land;false;mountain;1
83;248;110;215;land;false;mountain;1
84;213;110;216;land;false;mountain;1
85;168;139;251;land;false;mountain;1
86;226;226;156;land;false;jungle;1
87;222;146;180;land;false;plains;1
88;232;168;245;land;false;jungle;1
89;177;168;240;land;false;jungle;1
90;229;156;246;land;false;jungle;1
91;172;217;191;land;false;urban;1
92;95;183;242;land;true;plains;1
93;163;200;182;land;true;forest;1
94;235;157;185;land;false;mountain;1
95;193;170;186;land;false;mountain;1
96;158;245;238;land;true;hills;1
97;227;220;83;land;false;jungle;1
98;242;159;204;land;true;plains;1
99;197;225;86;land;false;plains;1
100;211;241;228;land;false;jungle;1
101;216;104;236;land;false;mountain;1
102;238;150;113;land;false;mountain;1
103;236;201;250;land;false;mountain;1
104;206;179;215;land;true;mountain;1
105;91;225;238;land;false;hills;1
106;188;191;131;land;true;hills;1
107;87;249;254;land;false;mountain;1
108;159;221;150;land;false;marsh;1
109;232;170;229;land;false;mountain;1
110;178;222;205;land;false;mountain;1
111;237;181;86;land;false;urban;1
112;174;172;207;land;false;mountain;1
113;192;253;190;land;false;mountain;1
114;251;164;242;land;false;forest;1
115;134;229;222;land;false;jungle;1
116;145;157;244;land;false;mountain;1
117;92;231;197;land;false;jungle;1
118;153;194;161;land;false;hills;1
119;219;163;204;land;true;mountain;1
120;132;203;218;land;false;hills;1
121;207;221;89;land;false;mountain;1
122;112;182;250;land;false;mountain;1
123;205;106;245;land;false;mountain;1
124;198;94;250;land;false;jungle;1
125;169;125;238;land;false;mountain;1
126;128;253;213;land;false;mountain;1
127;197;250;106;land;false;hills;1
128;149;200;249;land;false;hills;1
129;208;121;179;land;false;jungle;1
130;204;146;172;land;false;forest;1
131;228;143;166;land;false;mountain;1
132;219;134;242;land;true;plains;1
133;197;171;233;land;false;mountain;1
134;201;214;154;land;false;plains;1
135;229;220;163;land;false;forest;1
136;96;186;225;land;false;jungle;1
137;250;217;135;land;false;plains;1
138;134;204;193;land;false;forest;1
139;207;130;223;land;true;plains;1
140;221;253;178;land;false;mountain;1
141;108;231;203;land;false;forest;1
142;237;167;100;land;false;mountain;1
143;139;181;215;land;false;urban;1
144;159;161;201;land;false;mountain;1
145;245;192;125;land;false;hills;1
146;245;197;86;land;true;hills;1
147;226;92;223;land;false;jungle;1
148;155;228;237;land;false;mountain;1
149;220;151;184;land;false;mountain;1
150;246;193;85;land;false;mountain;1
151;247;33;248;land;false;jungle;1
152;214;93;228;land;false;mountain;1
153;227;236;113;land;false;mountain;1
154;214;134;248;land;false;plains;1
155;242;165;209;land;false;mountain;1
156;102;210;239;land;false;mountain;1
157;251;199;113;land;false;plains;1
158;82;235;220;land;false;plains;1
159;127;242;246;land;true;plains;1
160;251;134;244;land;true;forest;1
161;220;238;91;land;false;jungle;1
162;182;199;126;land;true;hills;1
163;196;228;173;land;true;plains;1
164;198;149;158;land;true;plains;1
165;146;238;215;land;true;plains;1
166;46;225;252;land;true;jungle;1
167;158;185;166;land;true;plains;1
168;201;220;253;land;false;mountain;1
169;249;166;251;land;false;hills;1
170;207;209;138;land;false;forest;1
171;248;177;166;land;false;jungle;1
172;152;202;177;land;false;mountain;1
173;208;99;233;land;false;hills;1
174;207;105;228;land;false;forest;1
175;192;189;135;land;false;mountain;1
176;214;149;192;land;false;plains;1
177;229;235;184;land;true;plains;1
178;239;215;158;land;false;plains;1
179;152;246;189;land;false;hills;1
180;236;137;131;land;false;mountain;1
181;42;219;251;land;false;jungle;1
182;215;181;118;land;false;forest;1
183;244;195;222;land;false;mountain;1
184;188;201;126;land;false;mountain;1
185;184;188;160;land;true;hills;1
186;248;233;248;land;false;plains;1
187;223;157;122;land;true;plains;1
188;210;62;233;land;false;plains;1
189;243;252;26;land;false;plains;1
190;134;186;210;land;true;plains;1
191;253;29;242;land;false;mountain;1
192;234;145;192;land;true;plains;1
193;223;175;148;land;false;mountain;1
194;134;190;252;land;false;mountain;1
195;169;240;179;land;true;hills;1
196;126;220;202;land;false;mountain;1
197;235;178;241;land;false;plains;1
198;224;175;243;land;false;mountain;1
199;198;186;140;land;false;plains;1
200;236;239;242;land;false;urban;1
201;223;206;155;land;false;mountain;1
202;251;239;58;land;false;mountain;1
203;180;227;144;land;false;urban;1
204;231;71;202;land;false;jungle;1
205;155;214;178;land;false;forest;1
206;235;238;216;land;true;hills;1
207;209;114;204;land;false;forest;1
208;223;185;228;land;false;mountain;1
